market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
P90 | Wash me (Well-Worn),P90 | Wash me,Well-Worn,0.48,0.08,0.7,41,P90,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
P90 | Wave Breaker (Battle-Scarred),P90 | Wave Breaker,Battle-Scarred,0.25,0.36,0.65,105,P90,The Fever Collection,Restricted,0.0,0.950549,Classified
P90 | Wave Breaker (Factory New),P90 | Wave Breaker,Factory New,3.39,3.34,7.27,47,P90,The Fever Collection,Restricted,0.0,0.950549,Classified
P90 | Wave Breaker (Field-Tested),P90 | Wave Breaker,Field-Tested,0.35,0.53,0.61,126,P90,The Fever Collection,Restricted,0.0,0.950549,Classified
P90 | Wave Breaker (Minimal Wear),P90 | Wave Breaker,Minimal Wear,0.9,1.23,2.32,104,P90,The Fever Collection,Restricted,0.0,0.950549,Classified
P90 | Wave Breaker (Well-Worn),P90 | Wave Breaker,Well-Worn,0.31,0.45,0.7,121,P90,The Fever Collection,Restricted,0.0,0.950549,Classified
PP-Bizon | Anolis (Battle-Scarred),PP-Bizon | Anolis,Battle-Scarred,,0.55,,0,PP-Bizon,The 2021 Mirage Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Anolis (Factory New),PP-Bizon | Anolis,Factory New,0.55,0.57,7.89,77,PP-Bizon,The 2021 Mirage Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Anolis (Field-Tested),PP-Bizon | Anolis,Field-Tested,0.41,0.5,1.53,206,PP-Bizon,The 2021 Mirage Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Anolis (Minimal Wear),PP-Bizon | Anolis,Minimal Wear,0.51,0.51,18.3,44,PP-Bizon,The 2021 Mirage Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Anolis (Well-Worn),PP-Bizon | Anolis,Well-Worn,0.37,0.48,0.39,2,PP-Bizon,The 2021 Mirage Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Antique (Battle-Scarred),PP-Bizon | Antique,Battle-Scarred,,7.48,,0,PP-Bizon,The Huntsman Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Antique (Factory New),PP-Bizon | Antique,Factory New,11.95,14.59,20.31,16,PP-Bizon,The Huntsman Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Antique (Field-Tested),PP-Bizon | Antique,Field-Tested,8.06,9.95,10.59,14,PP-Bizon,The Huntsman Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Antique (Minimal Wear),PP-Bizon | Antique,Minimal Wear,9.46,11.51,12.73,11,PP-Bizon,The Huntsman Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Antique (Well-Worn),PP-Bizon | Antique,Well-Worn,,7.06,,0,PP-Bizon,The Huntsman Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Bamboo Print (Battle-Scarred),PP-Bizon | Bamboo Print,Battle-Scarred,4.45,3.93,6.24,4,PP-Bizon,The Rising Sun Collection,Consumer Grade,0.0,0.8,
PP-Bizon | Bamboo Print (Factory New),PP-Bizon | Bamboo Print,Factory New,8.64,8.49,18.97,15,PP-Bizon,The Rising Sun Collection,Consumer Grade,0.0,0.8,
PP-Bizon | Bamboo Print (Field-Tested),PP-Bizon | Bamboo Print,Field-Tested,5.46,4.16,14.68,20,PP-Bizon,The Rising Sun Collection,Consumer Grade,0.0,0.8,
PP-Bizon | Bamboo Print (Minimal Wear),PP-Bizon | Bamboo Print,Minimal Wear,7.95,4.67,16.38,19,PP-Bizon,The Rising Sun Collection,Consumer Grade,0.0,0.8,
PP-Bizon | Bamboo Print (Well-Worn),PP-Bizon | Bamboo Print,Well-Worn,,4.06,,0,PP-Bizon,The Rising Sun Collection,Consumer Grade,0.0,0.8,
PP-Bizon | Blue Streak (Battle-Scarred),PP-Bizon | Blue Streak,Battle-Scarred,1.86,2.3,2.3,3,PP-Bizon,The eSports 2014 Summer Collection,Restricted,0.06,0.8,Classified
PP-Bizon | Blue Streak (Factory New),PP-Bizon | Blue Streak,Factory New,7.89,6.8,15.52,6,PP-Bizon,The eSports 2014 Summer Collection,Restricted,0.06,0.8,Classified
PP-Bizon | Blue Streak (Field-Tested),PP-Bizon | Blue Streak,Field-Tested,2.0,2.17,5.5,5,PP-Bizon,The eSports 2014 Summer Collection,Restricted,0.06,0.8,Classified
PP-Bizon | Blue Streak (Minimal Wear),PP-Bizon | Blue Streak,Minimal Wear,4.26,3.3,21.75,8,PP-Bizon,The eSports 2014 Summer Collection,Restricted,0.06,0.8,Classified
PP-Bizon | Blue Streak (Well-Worn),PP-Bizon | Blue Streak,Well-Worn,,2.55,,0,PP-Bizon,The eSports 2014 Summer Collection,Restricted,0.06,0.8,Classified
PP-Bizon | Brass (Battle-Scarred),PP-Bizon | Brass,Battle-Scarred,0.45,0.5,1.85,30,PP-Bizon,The Dust 2 Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Brass (Factory New),PP-Bizon | Brass,Factory New,2.87,2.83,9.75,26,PP-Bizon,The Dust 2 Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Brass (Field-Tested),PP-Bizon | Brass,Field-Tested,0.48,0.65,1.89,88,PP-Bizon,The Dust 2 Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Brass (Minimal Wear),PP-Bizon | Brass,Minimal Wear,1.26,1.52,2.8,23,PP-Bizon,The Dust 2 Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Brass (Well-Worn),PP-Bizon | Brass,Well-Worn,0.46,0.53,1.93,40,PP-Bizon,The Dust 2 Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Breaker Box (Factory New),PP-Bizon | Breaker Box,Factory New,3.74,3.92,14.4,16,PP-Bizon,The 2021 Vertigo Collection,Industrial Grade,0.0,0.44,Mil-Spec
PP-Bizon | Breaker Box (Field-Tested),PP-Bizon | Breaker Box,Field-Tested,3.38,3.12,17.18,19,PP-Bizon,The 2021 Vertigo Collection,Industrial Grade,0.0,0.44,Mil-Spec
PP-Bizon | Breaker Box (Minimal Wear),PP-Bizon | Breaker Box,Minimal Wear,3.56,3.12,8.14,20,PP-Bizon,The 2021 Vertigo Collection,Industrial Grade,0.0,0.44,Mil-Spec
PP-Bizon | Breaker Box (Well-Worn),PP-Bizon | Breaker Box,Well-Worn,3.7,3.68,3.7,1,PP-Bizon,The 2021 Vertigo Collection,Industrial Grade,0.0,0.44,Mil-Spec
PP-Bizon | Candy Apple (Factory New),PP-Bizon | Candy Apple,Factory New,0.22,0.27,1.62,285,PP-Bizon,The 2018 Inferno Collection,Industrial Grade,0.0,0.3,Mil-Spec
PP-Bizon | Candy Apple (Field-Tested),PP-Bizon | Candy Apple,Field-Tested,0.05,0.08,0.59,137,PP-Bizon,The 2018 Inferno Collection,Industrial Grade,0.0,0.3,Mil-Spec
PP-Bizon | Candy Apple (Minimal Wear),PP-Bizon | Candy Apple,Minimal Wear,0.1,0.14,0.61,370,PP-Bizon,The 2018 Inferno Collection,Industrial Grade,0.0,0.3,Mil-Spec
PP-Bizon | Carbon Fiber (Factory New),PP-Bizon | Carbon Fiber,Factory New,12.62,11.56,30.18,5,PP-Bizon,The Vertigo Collection,Industrial Grade,0.0,0.12,Mil-Spec
PP-Bizon | Carbon Fiber (Minimal Wear),PP-Bizon | Carbon Fiber,Minimal Wear,,10.59,,0,PP-Bizon,The Vertigo Collection,Industrial Grade,0.0,0.12,Mil-Spec
PP-Bizon | Chemical Green (Battle-Scarred),PP-Bizon | Chemical Green,Battle-Scarred,2.53,1.33,4.32,3,PP-Bizon,The Cache Collection,Industrial Grade,0.0,0.9,Mil-Spec
PP-Bizon | Chemical Green (Factory New),PP-Bizon | Chemical Green,Factory New,6.0,6.61,30.4,22,PP-Bizon,The Cache Collection,Industrial Grade,0.0,0.9,Mil-Spec
PP-Bizon | Chemical Green (Field-Tested),PP-Bizon | Chemical Green,Field-Tested,2.38,1.66,3.14,8,PP-Bizon,The Cache Collection,Industrial Grade,0.0,0.9,Mil-Spec
PP-Bizon | Chemical Green (Minimal Wear),PP-Bizon | Chemical Green,Minimal Wear,2.38,2.24,6.18,19,PP-Bizon,The Cache Collection,Industrial Grade,0.0,0.9,Mil-Spec
PP-Bizon | Chemical Green (Well-Worn),PP-Bizon | Chemical Green,Well-Worn,2.39,1.53,2.78,3,PP-Bizon,The Cache Collection,Industrial Grade,0.0,0.9,Mil-Spec
PP-Bizon | Cobalt Halftone (Factory New),PP-Bizon | Cobalt Halftone,Factory New,2.16,1.6,5.56,2,PP-Bizon,The Winter Offensive Collection,Mil-Spec Grade,0.05,0.45,
PP-Bizon | Cobalt Halftone (Field-Tested),PP-Bizon | Cobalt Halftone,Field-Tested,0.66,0.73,9.32,29,PP-Bizon,The Winter Offensive Collection,Mil-Spec Grade,0.05,0.45,
PP-Bizon | Cobalt Halftone (Minimal Wear),PP-Bizon | Cobalt Halftone,Minimal Wear,0.74,0.87,1.06,22,PP-Bizon,The Winter Offensive Collection,Mil-Spec Grade,0.05,0.45,
PP-Bizon | Cobalt Halftone (Well-Worn),PP-Bizon | Cobalt Halftone,Well-Worn,0.9,0.69,1.31,2,PP-Bizon,The Winter Offensive Collection,Mil-Spec Grade,0.05,0.45,
PP-Bizon | Cold Cell (Factory New),PP-Bizon | Cold Cell,Factory New,0.38,0.39,1.68,210,PP-Bizon,The Sport & Field Collection,Industrial Grade,0.0,0.4,Mil-Spec
PP-Bizon | Cold Cell (Field-Tested),PP-Bizon | Cold Cell,Field-Tested,0.18,0.15,0.69,96,PP-Bizon,The Sport & Field Collection,Industrial Grade,0.0,0.4,Mil-Spec
PP-Bizon | Cold Cell (Minimal Wear),PP-Bizon | Cold Cell,Minimal Wear,0.18,0.2,0.78,93,PP-Bizon,The Sport & Field Collection,Industrial Grade,0.0,0.4,Mil-Spec
PP-Bizon | Cold Cell (Well-Worn),PP-Bizon | Cold Cell,Well-Worn,0.57,0.13,1.0,16,PP-Bizon,The Sport & Field Collection,Industrial Grade,0.0,0.4,Mil-Spec
PP-Bizon | Death Rattle (Battle-Scarred),PP-Bizon | Death Rattle,Battle-Scarred,7.31,8.97,19.16,3,PP-Bizon,The Havoc Collection,Consumer Grade,0.08,0.5,
PP-Bizon | Death Rattle (Field-Tested),PP-Bizon | Death Rattle,Field-Tested,0.33,0.44,1.3,90,PP-Bizon,The Havoc Collection,Consumer Grade,0.08,0.5,
PP-Bizon | Death Rattle (Minimal Wear),PP-Bizon | Death Rattle,Minimal Wear,0.61,0.6,1.11,106,PP-Bizon,The Havoc Collection,Consumer Grade,0.08,0.5,
PP-Bizon | Death Rattle (Well-Worn),PP-Bizon | Death Rattle,Well-Worn,0.58,0.14,1.65,41,PP-Bizon,The Havoc Collection,Consumer Grade,0.08,0.5,
PP-Bizon | Embargo (Battle-Scarred),PP-Bizon | Embargo,Battle-Scarred,1.32,1.52,2.53,11,PP-Bizon,The Shattered Web Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Embargo (Factory New),PP-Bizon | Embargo,Factory New,5.7,6.96,18.46,15,PP-Bizon,The Shattered Web Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Embargo (Field-Tested),PP-Bizon | Embargo,Field-Tested,1.51,1.64,2.71,29,PP-Bizon,The Shattered Web Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Embargo (Minimal Wear),PP-Bizon | Embargo,Minimal Wear,3.57,3.4,3.88,5,PP-Bizon,The Shattered Web Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Embargo (Well-Worn),PP-Bizon | Embargo,Well-Worn,1.24,1.59,3.16,30,PP-Bizon,The Shattered Web Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Facility Sketch (Battle-Scarred),PP-Bizon | Facility Sketch,Battle-Scarred,0.02,0.03,0.82,152,PP-Bizon,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Facility Sketch (Factory New),PP-Bizon | Facility Sketch,Factory New,0.04,0.05,0.44,691,PP-Bizon,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Facility Sketch (Field-Tested),PP-Bizon | Facility Sketch,Field-Tested,0.02,0.03,0.04,3862,PP-Bizon,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Facility Sketch (Minimal Wear),PP-Bizon | Facility Sketch,Minimal Wear,0.02,0.03,0.13,486,PP-Bizon,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Facility Sketch (Well-Worn),PP-Bizon | Facility Sketch,Well-Worn,0.02,0.03,0.03,341,PP-Bizon,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
PP-Bizon | Forest Leaves (Battle-Scarred),PP-Bizon | Forest Leaves,Battle-Scarred,,2.46,,0,PP-Bizon,The Militia Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Forest Leaves (Factory New),PP-Bizon | Forest Leaves,Factory New,50.0,27.23,75.28,5,PP-Bizon,The Militia Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Forest Leaves (Field-Tested),PP-Bizon | Forest Leaves,Field-Tested,3.96,2.25,8.22,5,PP-Bizon,The Militia Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Forest Leaves (Minimal Wear),PP-Bizon | Forest Leaves,Minimal Wear,3.59,3.83,8.97,3,PP-Bizon,The Militia Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Forest Leaves (Well-Worn),PP-Bizon | Forest Leaves,Well-Worn,3.82,2.89,3.82,1,PP-Bizon,The Militia Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Fuel Rod (Battle-Scarred),PP-Bizon | Fuel Rod,Battle-Scarred,0.44,0.59,1.87,26,PP-Bizon,The Revolver Case Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Fuel Rod (Factory New),PP-Bizon | Fuel Rod,Factory New,3.29,3.8,7.06,33,PP-Bizon,The Revolver Case Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Fuel Rod (Field-Tested),PP-Bizon | Fuel Rod,Field-Tested,0.54,0.76,2.22,60,PP-Bizon,The Revolver Case Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Fuel Rod (Minimal Wear),PP-Bizon | Fuel Rod,Minimal Wear,1.32,1.7,4.14,23,PP-Bizon,The Revolver Case Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Fuel Rod (Well-Worn),PP-Bizon | Fuel Rod,Well-Worn,0.63,0.62,2.11,14,PP-Bizon,The Revolver Case Collection,Restricted,0.0,1.0,Classified
PP-Bizon | Harvester (Battle-Scarred),PP-Bizon | Harvester,Battle-Scarred,0.15,0.21,0.45,40,PP-Bizon,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Harvester (Factory New),PP-Bizon | Harvester,Factory New,0.95,0.55,3.55,24,PP-Bizon,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Harvester (Field-Tested),PP-Bizon | Harvester,Field-Tested,0.2,0.29,0.64,40,PP-Bizon,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Harvester (Minimal Wear),PP-Bizon | Harvester,Minimal Wear,0.19,0.27,0.6,20,PP-Bizon,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Harvester (Well-Worn),PP-Bizon | Harvester,Well-Worn,0.16,0.22,0.35,87,PP-Bizon,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | High Roller (Battle-Scarred),PP-Bizon | High Roller,Battle-Scarred,1.98,2.6,5.1,38,PP-Bizon,The Spectrum 2 Collection,Classified,0.0,1.0,Covert
PP-Bizon | High Roller (Factory New),PP-Bizon | High Roller,Factory New,17.21,16.96,35.18,16,PP-Bizon,The Spectrum 2 Collection,Classified,0.0,1.0,Covert
PP-Bizon | High Roller (Field-Tested),PP-Bizon | High Roller,Field-Tested,2.66,3.31,6.19,37,PP-Bizon,The Spectrum 2 Collection,Classified,0.0,1.0,Covert
PP-Bizon | High Roller (Minimal Wear),PP-Bizon | High Roller,Minimal Wear,4.7,5.94,9.24,24,PP-Bizon,The Spectrum 2 Collection,Classified,0.0,1.0,Covert
PP-Bizon | High Roller (Well-Worn),PP-Bizon | High Roller,Well-Worn,2.17,2.73,4.0,21,PP-Bizon,The Spectrum 2 Collection,Classified,0.0,1.0,Covert
PP-Bizon | Irradiated Alert (Battle-Scarred),PP-Bizon | Irradiated Alert,Battle-Scarred,7.01,2.6,7.02,2,PP-Bizon,The Nuke Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Irradiated Alert (Factory New),PP-Bizon | Irradiated Alert,Factory New,16.0,20.78,18.14,4,PP-Bizon,The Nuke Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Irradiated Alert (Field-Tested),PP-Bizon | Irradiated Alert,Field-Tested,1.85,2.0,4.59,7,PP-Bizon,The Nuke Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Irradiated Alert (Minimal Wear),PP-Bizon | Irradiated Alert,Minimal Wear,2.9,3.43,4.78,5,PP-Bizon,The Nuke Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Irradiated Alert (Well-Worn),PP-Bizon | Irradiated Alert,Well-Worn,,2.76,,0,PP-Bizon,The Nuke Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Judgement of Anubis (Battle-Scarred),PP-Bizon | Judgement of Anubis,Battle-Scarred,3.99,3.56,4.63,7,PP-Bizon,The Chroma 3 Collection,Covert,0.0,0.5,
PP-Bizon | Judgement of Anubis (Factory New),PP-Bizon | Judgement of Anubis,Factory New,11.1,12.53,248.85,14,PP-Bizon,The Chroma 3 Collection,Covert,0.0,0.5,
PP-Bizon | Judgement of Anubis (Field-Tested),PP-Bizon | Judgement of Anubis,Field-Tested,2.84,3.56,5.16,74,PP-Bizon,The Chroma 3 Collection,Covert,0.0,0.5,
PP-Bizon | Judgement of Anubis (Minimal Wear),PP-Bizon | Judgement of Anubis,Minimal Wear,4.6,5.47,8.59,31,PP-Bizon,The Chroma 3 Collection,Covert,0.0,0.5,
PP-Bizon | Judgement of Anubis (Well-Worn),PP-Bizon | Judgement of Anubis,Well-Worn,3.83,3.65,4.86,9,PP-Bizon,The Chroma 3 Collection,Covert,0.0,0.5,
PP-Bizon | Jungle Slipstream (Battle-Scarred),PP-Bizon | Jungle Slipstream,Battle-Scarred,0.22,0.29,2.54,26,PP-Bizon,The Spectrum Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Jungle Slipstream (Factory New),PP-Bizon | Jungle Slipstream,Factory New,0.4,0.55,2.22,48,PP-Bizon,The Spectrum Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Jungle Slipstream (Field-Tested),PP-Bizon | Jungle Slipstream,Field-Tested,0.23,0.34,1.11,50,PP-Bizon,The Spectrum Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Jungle Slipstream (Minimal Wear),PP-Bizon | Jungle Slipstream,Minimal Wear,0.97,0.6,2.17,33,PP-Bizon,The Spectrum Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Jungle Slipstream (Well-Worn),PP-Bizon | Jungle Slipstream,Well-Worn,0.26,0.31,0.32,4,PP-Bizon,The Spectrum Collection,Mil-Spec Grade,0.0,0.5,
PP-Bizon | Lumen (Battle-Scarred),PP-Bizon | Lumen,Battle-Scarred,0.69,0.87,1.54,13,PP-Bizon,The Operation Riptide Collection,Mil-Spec Grade,0.0,0.77,
PP-Bizon | Lumen (Factory New),PP-Bizon | Lumen,Factory New,2.23,2.17,8.99,11,PP-Bizon,The Operation Riptide Collection,Mil-Spec Grade,0.0,0.77,
PP-Bizon | Lumen (Field-Tested),PP-Bizon | Lumen,Field-Tested,1.06,1.15,3.02,36,PP-Bizon,The Operation Riptide Collection,Mil-Spec Grade,0.0,0.77,
PP-Bizon | Lumen (Minimal Wear),PP-Bizon | Lumen,Minimal Wear,3.78,1.44,9.48,11,PP-Bizon,The Operation Riptide Collection,Mil-Spec Grade,0.0,0.77,
PP-Bizon | Lumen (Well-Worn),PP-Bizon | Lumen,Well-Worn,0.8,1.01,0.8,1,PP-Bizon,The Operation Riptide Collection,Mil-Spec Grade,0.0,0.77,
PP-Bizon | Modern Hunter (Battle-Scarred),PP-Bizon | Modern Hunter,Battle-Scarred,,12.47,,0,PP-Bizon,The Militia Collection,Mil-Spec Grade,0.06,0.8,
PP-Bizon | Modern Hunter (Factory New),PP-Bizon | Modern Hunter,Factory New,400.0,333.46,400.0,1,PP-Bizon,The Militia Collection,Mil-Spec Grade,0.06,0.8,
PP-Bizon | Modern Hunter (Field-Tested),PP-Bizon | Modern Hunter,Field-Tested,,12.09,,0,PP-Bizon,The Militia Collection,Mil-Spec Grade,0.06,0.8,
PP-Bizon | Modern Hunter (Minimal Wear),PP-Bizon | Modern Hunter,Minimal Wear,,24.87,,0,PP-Bizon,The Militia Collection,Mil-Spec Grade,0.06,0.8,
PP-Bizon | Modern Hunter (Well-Worn),PP-Bizon | Modern Hunter,Well-Worn,432.2,9.34,432.2,1,PP-Bizon,The Militia Collection,Mil-Spec Grade,0.06,0.8,
PP-Bizon | Night Ops (Battle-Scarred),PP-Bizon | Night Ops,Battle-Scarred,0.06,0.09,0.52,28,PP-Bizon,The Lake Collection,Industrial Grade,0.0,0.6,Mil-Spec
PP-Bizon | Night Ops (Factory New),PP-Bizon | Night Ops,Factory New,0.36,0.35,1.13,73,PP-Bizon,The Lake Collection,Industrial Grade,0.0,0.6,Mil-Spec
PP-Bizon | Night Ops (Field-Tested),PP-Bizon | Night Ops,Field-Tested,0.1,0.14,0.76,45,PP-Bizon,The Lake Collection,Industrial Grade,0.0,0.6,Mil-Spec
PP-Bizon | Night Ops (Minimal Wear),PP-Bizon | Night Ops,Minimal Wear,0.19,0.23,0.87,42,PP-Bizon,The Lake Collection,Industrial Grade,0.0,0.6,Mil-Spec
PP-Bizon | Night Ops (Well-Worn),PP-Bizon | Night Ops,Well-Worn,0.57,0.1,1.05,3,PP-Bizon,The Lake Collection,Industrial Grade,0.0,0.6,Mil-Spec
PP-Bizon | Night Riot (Battle-Scarred),PP-Bizon | Night Riot,Battle-Scarred,0.04,0.08,0.29,117,PP-Bizon,The Clutch Collection,Mil-Spec Grade,0.0,0.8,
PP-Bizon | Night Riot (Factory New),PP-Bizon | Night Riot,Factory New,0.31,0.3,2.33,72,PP-Bizon,The Clutch Collection,Mil-Spec Grade,0.0,0.8,
PP-Bizon | Night Riot (Field-Tested),PP-Bizon | Night Riot,Field-Tested,0.05,0.08,0.57,510,PP-Bizon,The Clutch Collection,Mil-Spec Grade,0.0,0.8,
PP-Bizon | Night Riot (Minimal Wear),PP-Bizon | Night Riot,Minimal Wear,0.08,0.12,0.42,92,PP-Bizon,The Clutch Collection,Mil-Spec Grade,0.0,0.8,
PP-Bizon | Night Riot (Well-Worn),PP-Bizon | Night Riot,Well-Worn,0.05,0.07,0.19,27,PP-Bizon,The Clutch Collection,Mil-Spec Grade,0.0,0.8,
PP-Bizon | Osiris (Battle-Scarred),PP-Bizon | Osiris,Battle-Scarred,0.96,0.78,2.32,3,PP-Bizon,The Breakout Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Osiris (Factory New),PP-Bizon | Osiris,Factory New,1.46,1.87,11.81,34,PP-Bizon,The Breakout Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Osiris (Field-Tested),PP-Bizon | Osiris,Field-Tested,0.64,0.77,2.47,27,PP-Bizon,The Breakout Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Osiris (Minimal Wear),PP-Bizon | Osiris,Minimal Wear,0.92,1.07,3.42,46,PP-Bizon,The Breakout Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Osiris (Well-Worn),PP-Bizon | Osiris,Well-Worn,0.63,0.86,0.77,3,PP-Bizon,The Breakout Collection,Restricted,0.0,0.5,Classified
PP-Bizon | Photic Zone (Battle-Scarred),PP-Bizon | Photic Zone,Battle-Scarred,0.45,0.45,1.76,37,PP-Bizon,The Wildfire Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Photic Zone (Factory New),PP-Bizon | Photic Zone,Factory New,1.26,1.33,3.91,57,PP-Bizon,The Wildfire Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Photic Zone (Field-Tested),PP-Bizon | Photic Zone,Field-Tested,0.63,0.71,1.0,85,PP-Bizon,The Wildfire Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Photic Zone (Minimal Wear),PP-Bizon | Photic Zone,Minimal Wear,0.65,0.72,1.07,70,PP-Bizon,The Wildfire Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Photic Zone (Well-Worn),PP-Bizon | Photic Zone,Well-Worn,0.49,0.5,0.67,43,PP-Bizon,The Wildfire Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Runic (Battle-Scarred),PP-Bizon | Runic,Battle-Scarred,0.03,0.04,0.21,964,PP-Bizon,The Fracture Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Runic (Factory New),PP-Bizon | Runic,Factory New,0.24,0.33,2.45,90,PP-Bizon,The Fracture Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Runic (Field-Tested),PP-Bizon | Runic,Field-Tested,0.03,0.04,0.17,1306,PP-Bizon,The Fracture Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Runic (Minimal Wear),PP-Bizon | Runic,Minimal Wear,0.06,0.08,0.39,135,PP-Bizon,The Fracture Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Runic (Well-Worn),PP-Bizon | Runic,Well-Worn,0.03,0.07,0.33,1091,PP-Bizon,The Fracture Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Rust Coat (Battle-Scarred),PP-Bizon | Rust Coat,Battle-Scarred,14.57,15.81,92.18,5,PP-Bizon,The Alpha Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Rust Coat (Factory New),PP-Bizon | Rust Coat,Factory New,,22.88,,0,PP-Bizon,The Alpha Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Rust Coat (Field-Tested),PP-Bizon | Rust Coat,Field-Tested,,11.62,,0,PP-Bizon,The Alpha Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Rust Coat (Minimal Wear),PP-Bizon | Rust Coat,Minimal Wear,,15.4,,0,PP-Bizon,The Alpha Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Rust Coat (Well-Worn),PP-Bizon | Rust Coat,Well-Worn,11.82,14.93,11.82,1,PP-Bizon,The Alpha Collection,Mil-Spec Grade,0.0,1.0,
PP-Bizon | Sand Dashed (Battle-Scarred),PP-Bizon | Sand Dashed,Battle-Scarred,0.02,0.03,0.04,1233,PP-Bizon,The Italy Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Sand Dashed (Factory New),PP-Bizon | Sand Dashed,Factory New,0.68,0.28,1.33,15,PP-Bizon,The Italy Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Sand Dashed (Field-Tested),PP-Bizon | Sand Dashed,Field-Tested,0.02,0.03,0.04,4803,PP-Bizon,The Italy Collection,Consumer Grade,0.06,0.8,
PP-Bizon | Sand Dashed (Minimal Wear),PP-Bizon | Sand Dashed,Minimal Wear,0.02,0.03,0.14,449,PP-Bizon,The Italy Collection,Consumer Grade,0.06,0.8,
