ROI,Expected Value,Cost,Input Skins,Output Breakdown
92.86%,£44.20,£47.60,"[['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)]]",Galil AR | Rainbow Spoon (Minimal Wear) @ 0.1469 (50.00%) → £44.63; Glock-18 | AXIA (Field-Tested) @ 0.1855 (50.00%) → £43.77
92.86%,£44.20,£47.60,"[['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)]]",Galil AR | Rainbow Spoon (Minimal Wear) @ 0.1469 (50.00%) → £44.63; Glock-18 | AXIA (Field-Tested) @ 0.1855 (50.00%) → £43.77
92.86%,£44.20,£47.60,"[['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)]]",Galil AR | Rainbow Spoon (Minimal Wear) @ 0.1469 (50.00%) → £44.63; Glock-18 | AXIA (Field-Tested) @ 0.1855 (50.00%) → £43.77
92.86%,£44.20,£47.60,"[['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)]]",Galil AR | Rainbow Spoon (Minimal Wear) @ 0.1469 (50.00%) → £44.63; Glock-18 | AXIA (Field-Tested) @ 0.1855 (50.00%) → £43.77
92.86%,£44.20,£47.60,"[['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)], ['MP9 | Arctic Tri-Tone (Field-Tested)', 'The Sport & Field Collection', 'Restricted', 0.265, np.float64(4.76)]]",Galil AR | Rainbow Spoon (Minimal Wear) @ 0.1469 (50.00%) → £44.63; Glock-18 | AXIA (Field-Tested) @ 0.1855 (50.00%) → £43.77
92.85%,£12.16,£13.10,"[['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)]]",FAMAS | Eye of Athena (Minimal Wear) @ 0.0770 (33.33%) → £8.48; M4A1-S | Nightmare (Minimal Wear) @ 0.1100 (33.33%) → £19.74; Sawed-Off | Devourer (Minimal Wear) @ 0.0880 (33.33%) → £8.27
92.85%,£12.16,£13.10,"[['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)]]",FAMAS | Eye of Athena (Minimal Wear) @ 0.0770 (33.33%) → £8.48; M4A1-S | Nightmare (Minimal Wear) @ 0.1100 (33.33%) → £19.74; Sawed-Off | Devourer (Minimal Wear) @ 0.0880 (33.33%) → £8.27
92.85%,£12.16,£13.10,"[['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)]]",FAMAS | Eye of Athena (Minimal Wear) @ 0.0770 (33.33%) → £8.48; M4A1-S | Nightmare (Minimal Wear) @ 0.1100 (33.33%) → £19.74; Sawed-Off | Devourer (Minimal Wear) @ 0.0880 (33.33%) → £8.27
92.85%,£12.16,£13.10,"[['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)]]",FAMAS | Eye of Athena (Minimal Wear) @ 0.0770 (33.33%) → £8.48; M4A1-S | Nightmare (Minimal Wear) @ 0.1100 (33.33%) → £19.74; Sawed-Off | Devourer (Minimal Wear) @ 0.0880 (33.33%) → £8.27
92.85%,£12.16,£13.10,"[['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)], ['CZ75-Auto | Eco (Minimal Wear)', 'The Horizon Collection', 'Restricted', 0.11, np.float64(1.31)]]",FAMAS | Eye of Athena (Minimal Wear) @ 0.0770 (33.33%) → £8.48; M4A1-S | Nightmare (Minimal Wear) @ 0.1100 (33.33%) → £19.74; Sawed-Off | Devourer (Minimal Wear) @ 0.0880 (33.33%) → £8.27
92.76%,£242.75,£261.70,"[['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)]]",AK-47 | Leet Museo (Factory New) @ 0.0228 (50.00%) → £335.50; Desert Eagle | Ocean Drive (Factory New) @ 0.0350 (50.00%) → £149.99
92.76%,£242.75,£261.70,"[['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)]]",AK-47 | Leet Museo (Factory New) @ 0.0228 (50.00%) → £335.50; Desert Eagle | Ocean Drive (Factory New) @ 0.0350 (50.00%) → £149.99
92.76%,£242.75,£261.70,"[['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)]]",AK-47 | Leet Museo (Factory New) @ 0.0228 (50.00%) → £335.50; Desert Eagle | Ocean Drive (Factory New) @ 0.0350 (50.00%) → £149.99
92.76%,£242.75,£261.70,"[['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)]]",AK-47 | Leet Museo (Factory New) @ 0.0228 (50.00%) → £335.50; Desert Eagle | Ocean Drive (Factory New) @ 0.0350 (50.00%) → £149.99
92.76%,£242.75,£261.70,"[['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)], ['SSG 08 | Turbo Peek (Factory New)', 'The Operation Riptide Collection', 'Classified', 0.035, np.float64(26.17)]]",AK-47 | Leet Museo (Factory New) @ 0.0228 (50.00%) → £335.50; Desert Eagle | Ocean Drive (Factory New) @ 0.0350 (50.00%) → £149.99
92.74%,£19.38,£20.90,"[['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)]]",AUG | Fleet Flock (Factory New) @ 0.0350 (33.33%) → £17.68; P250 | Asiimov (Minimal Wear) @ 0.1315 (33.33%) → £23.27; UMP-45 | Primal Saber (Factory New) @ 0.0270 (33.33%) → £17.20
92.74%,£19.38,£20.90,"[['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)]]",AUG | Fleet Flock (Factory New) @ 0.0350 (33.33%) → £17.68; P250 | Asiimov (Minimal Wear) @ 0.1315 (33.33%) → £23.27; UMP-45 | Primal Saber (Factory New) @ 0.0270 (33.33%) → £17.20
92.74%,£19.38,£20.90,"[['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)]]",AUG | Fleet Flock (Factory New) @ 0.0350 (33.33%) → £17.68; P250 | Asiimov (Minimal Wear) @ 0.1315 (33.33%) → £23.27; UMP-45 | Primal Saber (Factory New) @ 0.0270 (33.33%) → £17.20
92.74%,£19.38,£20.90,"[['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)], ['XM1014 | Black Tie (Factory New)', 'The Chroma 3 Collection', 'Restricted', 0.035, np.float64(2.09)]]",AUG | Fleet Flock (Factory New) @ 0.0350 (33.33%) → £17.68; P250 | Asiimov (Minimal Wear) @ 0.1315 (33.33%) → £23.27; UMP-45 | Primal Saber (Factory New) @ 0.0270 (33.33%) → £17.20
